Id,Label,timeset,componentnumber,modularity_class,Authority,Hub,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
torvalds,torvalds,,0,0,0.000464,0.000464,1,6,7,0.271774,0.286658,0,0.005457
laruence,laruence,,0,0,0.000795,0.000795,0.333333,7,7,0.288364,0.306639,148.367369,0.009536
QuincyLarson,QuincyLarson,,0,0,0.015747,0.015747,0.095385,31,6,0.360759,0.394444,4553.493235,0.110025
fxsjy,fxsjy,,0,0,0.001335,0.001335,0.163636,9,6,0.306561,0.328031,771.957372,0.015395
ladyada,ladyada,,0,0,0.000464,0.000464,1,6,7,0.271774,0.286658,0,0.005457
JakeWharton,JakeWharton,,0,1,0.004351,0.004351,0.395604,36,5,0.319865,0.346043,507.319034,0.044717
greenrobot,greenrobot,,0,1,0.003854,0.003854,0.307692,28,6,0.314338,0.340214,527.073216,0.039719
jgilfelt,jgilfelt,,0,1,0.004549,0.004549,0.333333,35,6,0.32559,0.352105,836.604541,0.048733
kevinsawicki,kevinsawicki,,0,1,0.091864,0.091864,0.24472,591,5,0.412247,0.462846,11685.98647,0.582871
chrisjenx,chrisjenx,,0,1,0.013037,0.013037,0.244318,129,6,0.353598,0.391189,2686.902914,0.121713
RomainPiel,RomainPiel,,0,1,0.005911,0.005911,0.311688,72,6,0.330371,0.360994,773.446413,0.066588
ZhaoKaiQiang,ZhaoKaiQiang,,0,19,0.014658,0.014658,0.257971,267,5,0.368852,0.410624,3165.766695,0.159931
johnkil,johnkil,,0,19,0.00077,0.00077,0.333333,1,6,0.286817,0.303684,3.251958,0.011512
romannurik,romannurik,,0,1,0.002231,0.002231,0.217949,17,6,0.301481,0.32616,459.629071,0.029497
nickbutcher,nickbutcher,,0,1,0.00038,0.00038,0.7,7,6,0.25668,0.27232,2.136724,0.007462
chiuki,chiuki,,0,1,0.000834,0.000834,0.333333,7,6,0.280973,0.299688,89.564016,0.012364
emilsjolander,emilsjolander,,0,1,0.013147,0.013147,0.228261,63,5,0.347138,0.379396,1362.63984,0.109057
kymjs,kymjs,,0,1,0.002612,0.002612,0.439394,29,5,0.311362,0.335517,144.30798,0.037632
PhilJay,PhilJay,,0,1,0.010104,0.010104,0.250712,88,5,0.35789,0.39115,1808.962042,0.106717
pyricau,pyricau,,0,1,0.008123,0.008123,0.3,36,5,0.332039,0.36039,768.699081,0.06686
ruanyf,ruanyf,,0,26,0.007593,0.007593,0.888889,136,5,0.33848,0.366452,1964.260071,0.094373
phodal,phodal,,0,26,0.011742,0.011742,0.297348,157,5,0.371739,0.408538,4349.71066,0.134121
onevcat,onevcat,,0,26,0.015939,0.015939,0.269512,221,5,0.376818,0.416589,4672.479095,0.170323
soffes,soffes,,0,26,0.007623,0.007623,0.80117,137,5,0.338748,0.367329,820.539038,0.095088
steipete,steipete,,0,26,0.017924,0.017924,0.64086,298,5,0.37765,0.412242,547.214087,0.189641
ashfurrow,ashfurrow,,0,26,0.017445,0.017445,0.476383,353,5,0.381186,0.419279,1636.222034,0.200137
sunnyxx,sunnyxx,,0,26,0.007639,0.007639,0.606061,140,5,0.339286,0.369045,3240.132229,0.096381
jessesquires,jessesquires,,0,26,0.008271,0.008271,0.636364,147,5,0.342685,0.372768,1775.643999,0.103495
modocache,modocache,,0,26,0.028016,0.028016,0.267054,368,5,0.403112,0.446608,6763.405024,0.270096
avdi,avdi,,0,26,0.01231,0.01231,0.333333,155,5,0.372874,0.406764,3236.663526,0.134271
chriseidhof,chriseidhof,,0,26,0.012913,0.012913,0.429885,187,5,0.36352,0.397739,2044.904369,0.14212
andymatuschak,andymatuschak,,0,26,0.007588,0.007588,1,136,5,0.337811,0.365185,0,0.093964
halfrost,halfrost,,0,26,0.010077,0.010077,0.324731,151,5,0.363212,0.397368,3874.348566,0.119821
skyline75489,skyline75489,,0,36,0.021849,0.021849,0.370986,335,5,0.394191,0.433372,3933.494336,0.224454
yulingtianxia,yulingtianxia,,0,26,0.016305,0.016305,0.532977,299,5,0.375989,0.412339,2822.119998,0.182231
robb,robb,,0,26,0.023825,0.023825,0.323671,335,5,0.397305,0.437096,5308.205151,0.237333
Raynos,Raynos,,0,13,0.054121,0.054121,0.280543,372,5,0.392382,0.436589,5691.708982,0.377419
supermarin,supermarin,,0,26,0.026495,0.026495,0.323129,380,5,0.398416,0.439435,4725.925159,0.259641
mubix,mubix,,0,4,0.000196,0.000196,0.5,3,6,0.25454,0.267271,1141.10053,0.004203
tj,tj,,0,7,0.013557,0.013557,0.247368,47,5,0.36383,0.394912,1524.487595,0.101049
technoweenie,technoweenie,,0,7,0.001945,0.001945,0.333333,1,6,0.293512,0.308791,26.607328,0.013991
ianstormtaylor,ianstormtaylor,,0,14,0.059046,0.059046,0.270613,256,6,0.393646,0.435185,2675.477017,0.37624
Caged,Caged,,0,7,0.011494,0.011494,0.32381,34,5,0.347702,0.37501,709.773056,0.079202
brentvatne,brentvatne,,0,36,0.004257,0.004257,0.186813,17,6,0.329353,0.354912,1531.297802,0.036591
xtaci,xtaci,,0,5,0.020298,0.020298,0.198606,171,5,0.390947,0.430721,6072.662529,0.171898
bradfitz,bradfitz,,0,6,0.008929,0.008929,0.261905,55,5,0.351707,0.379844,2770.441936,0.079903
josephmisiti,josephmisiti,,0,32,0.031747,0.031747,0.19519,211,6,0.389344,0.432222,6380.634321,0.231504
jgm,jgm,,0,7,0.003213,0.003213,0.24359,19,6,0.335426,0.359045,806.442988,0.033645
jwiegley,jwiegley,,0,9,0.004828,0.004828,0.192308,15,5,0.332814,0.3577,809.871759,0.040416
vmg,vmg,,0,36,0.004863,0.004863,0.21978,20,6,0.331395,0.356062,760.518123,0.051313
MarisaKirisame,MarisaKirisame,,0,36,0.011974,0.011974,0.292308,95,5,0.363366,0.396296,2816.858886,0.101812
JacksonTian,JacksonTian,,0,7,0.016652,0.016652,0.134921,51,5,0.362903,0.39809,3514.701904,0.11887
ericelliott,ericelliott,,0,14,0.04717,0.04717,0.379679,213,5,0.377317,0.414756,1555.86165,0.297654
sahat,sahat,,0,7,0.11462,0.11462,0.26087,612,5,0.403683,0.454776,10828.223267,0.667938
dead-horse,dead-horse,,0,7,0.010924,0.010924,0.272059,37,6,0.335426,0.364678,2101.893378,0.075071
rsms,rsms,,0,7,0.009308,0.009308,0.777778,28,6,0.324848,0.34924,89.45824,0.061151
iliakan,iliakan,,0,7,0.017507,0.017507,0.205534,52,6,0.359848,0.392904,2860.229927,0.12079
leeluolee,leeluolee,,0,7,0.015377,0.015377,0.301471,41,6,0.34448,0.374834,1865.399887,0.101381
benjamn,benjamn,,0,14,0.129697,0.129697,0.297731,761,5,0.40792,0.459669,5375.697863,0.772631
yyx990803,yyx990803,,0,9,0.169232,0.169232,0.302674,1030,5,0.415654,0.470682,8194.867267,0.971195
addyosmani,addyosmani,,0,9,0.103295,0.103295,0.527536,546,5,0.382379,0.424425,960.166384,0.596981
RubyLouvre,RubyLouvre,,0,8,0.082203,0.082203,0.784091,414,5,0.363675,0.400448,459.701866,0.459395
remy,remy,,0,18,0.11726,0.11726,0.408805,585,5,0.385135,0.431462,3962.404575,0.666358
mgechev,mgechev,,0,9,0.098466,0.098466,0.667828,575,5,0.368217,0.409025,310.711457,0.553245
nswbmw,nswbmw,,0,9,0.082575,0.082575,0.942529,410,5,0.356398,0.391423,8.624489,0.459032
mhevery,mhevery,,0,9,0.107873,0.107873,0.536348,605,5,0.378319,0.421754,872.341319,0.611104
amitshekhariitbhu,amitshekhariitbhu,,0,19,0.091885,0.091885,0.321449,550,5,0.396752,0.443567,9381.191423,0.558103
tylermcginnis,tylermcginnis,,0,9,0.100178,0.100178,0.431837,529,5,0.387404,0.431462,2079.395826,0.580145
DeborahK,DeborahK,,0,9,0.100292,0.100292,0.645626,583,5,0.369012,0.410195,342.540344,0.563956
IgorMinar,IgorMinar,,0,9,0.124205,0.124205,0.446115,712,5,0.385135,0.43193,1367.880527,0.707862
ashleygwilliams,ashleygwilliams,,0,9,0.096076,0.096076,0.595137,563,5,0.371255,0.412943,1125.076133,0.541991
hzoo,hzoo,,0,9,0.175015,0.175015,0.348264,1073,5,0.405983,0.46037,3373.203153,1
rwaldron,rwaldron,,0,36,0.112132,0.112132,0.401306,553,5,0.378821,0.424698,2901.485073,0.638592
suissa,suissa,,0,9,0.090498,0.090498,0.651494,458,5,0.363366,0.402008,1935.686219,0.504761
afc163,afc163,,0,9,0.098918,0.098918,0.500483,518,5,0.383408,0.425965,1006.994242,0.567584
juliemr,juliemr,,0,9,0.100032,0.100032,0.613108,580,5,0.375494,0.417076,496.781215,0.565267
robdodson,robdodson,,0,39,0.154048,0.154048,0.359937,920,5,0.4087,0.459552,6910.484593,0.887604
PascalPrecht,PascalPrecht,,0,9,0.099487,0.099487,0.580808,575,5,0.376486,0.418421,1033.276738,0.563466
purcell,purcell,,0,9,0.080734,0.080734,0.875269,407,5,0.358641,0.39425,445.840629,0.449426
akira-cn,akira-cn,,0,19,0.083046,0.083046,0.780303,412,5,0.360759,0.397368,620.5146,0.465016
bvaughn,bvaughn,,0,9,0.170495,0.170495,0.41118,993,5,0.39916,0.450819,2667.202292,0.966409
camsong,camsong,,0,9,0.155397,0.155397,0.510812,874,5,0.392202,0.439688,903.975945,0.875671
kara,kara,,0,9,0.100584,0.100584,0.541166,585,5,0.374671,0.417349,872.60891,0.569498
matsko,matsko,,0,9,0.096387,0.096387,0.547826,567,5,0.378319,0.420565,1875.754128,0.549602
latentflip,latentflip,,0,9,0.092874,0.092874,0.496124,448,5,0.379663,0.420955,1670.832619,0.53374
markdalgleish,markdalgleish,,0,9,0.094825,0.094825,0.59698,514,5,0.378319,0.419435,621.45053,0.541085
zeke,zeke,,0,9,0.08303,0.08303,0.629129,419,5,0.373852,0.411618,1837.417141,0.471633
Urigo,Urigo,,0,9,0.089991,0.089991,0.661451,465,5,0.36414,0.402943,587.249003,0.504995
willianjusten,willianjusten,,0,10,0.016385,0.016385,0.43956,40,6,0.344342,0.373606,626.854687,0.104026
samdark,samdark,,0,23,0.029979,0.029979,0.19697,104,6,0.37632,0.412768,3086.487371,0.193205
brunocvcunha,brunocvcunha,,0,11,0.021875,0.021875,0.281385,65,6,0.364606,0.396277,1463.119226,0.142613
unicodeveloper,unicodeveloper,,0,9,0.015347,0.015347,1,36,6,0.332039,0.357057,0,0.093357
janl,janl,,0,12,0.024498,0.024498,0.187192,76,6,0.352287,0.387817,2852.890702,0.158359
fzaninotto,fzaninotto,,0,12,0.01903,0.01903,0.367647,50,6,0.349122,0.378441,555.692213,0.121215
jeresig,jeresig,,0,9,0.100241,0.100241,0.57259,493,5,0.375,0.416043,668.994955,0.572528
charliesome,charliesome,,0,36,0.099651,0.099651,0.339383,561,5,0.390589,0.437271,5160.3904,0.602301
mathiasbynens,mathiasbynens,,0,9,0.114074,0.114074,0.512411,578,5,0.37632,0.419747,973.917313,0.650371
sophiebits,sophiebits,,0,14,0.118272,0.118272,0.353781,669,5,0.405021,0.452105,4896.581605,0.711984
happypeter,happypeter,,0,5,0.106025,0.106025,0.45656,515,5,0.387755,0.430448,2463.327106,0.615668
mjackson,mjackson,,0,28,0.106408,0.106408,0.460606,456,5,0.380846,0.423275,1599.619072,0.606074
vhf,vhf,,0,23,0.092565,0.092565,0.621622,414,5,0.375659,0.414698,942.057735,0.52961
kangax,kangax,,0,9,0.110931,0.110931,0.537198,556,5,0.381696,0.42384,1170.291893,0.635768
hax,hax,,0,9,0.094082,0.094082,0.48948,442,5,0.374507,0.416491,2411.007778,0.539992
zpao,zpao,,0,36,0.168298,0.168298,0.281609,1078,5,0.429864,0.48423,9132.889318,0.994128
vjeux,vjeux,,0,14,0.098703,0.098703,0.465657,461,5,0.38427,0.426745,1731.161562,0.571308
STRML,STRML,,0,9,0.10419,0.10419,0.484736,524,5,0.382208,0.425302,2582.217032,0.602935
jlongster,jlongster,,0,9,0.089053,0.089053,0.682353,406,5,0.36981,0.407212,1579.917947,0.507353
alvarotrigo,alvarotrigo,,0,36,0.150671,0.150671,0.326175,881,5,0.416261,0.467115,8811.091715,0.879968
Rich-Harris,Rich-Harris,,0,9,0.108567,0.108567,0.47449,558,5,0.375824,0.420546,1199.297775,0.621109
paulcbetts,paulcbetts,,0,42,0.099818,0.099818,0.326811,618,5,0.408309,0.454542,6081.038766,0.634609
cpojer,cpojer,,0,9,0.107779,0.107779,0.403922,515,5,0.392202,0.436238,2908.410451,0.625679
xcatliu,xcatliu,,0,9,0.086701,0.086701,0.885057,385,5,0.362903,0.398694,92.46151,0.490054
zce,zce,,0,9,0.084389,0.084389,0.933498,379,5,0.363057,0.397563,169.230479,0.475897
Justineo,Justineo,,0,9,0.089075,0.089075,0.680672,405,5,0.368693,0.406686,358.057244,0.507884
jhusain,jhusain,,0,36,0.157957,0.157957,0.443357,951,5,0.407337,0.456277,1766.575335,0.914582
yisibl,yisibl,,0,8,0.085248,0.085248,0.821505,382,5,0.36949,0.405595,438.47812,0.484753
lelandrichardson,lelandrichardson,,0,42,0.09277,0.09277,0.530769,414,5,0.381016,0.420234,2114.452161,0.531799
krasimir,krasimir,,0,8,0.147839,0.147839,0.373402,876,5,0.411651,0.461559,5109.355676,0.863624
JeffreyZhao,JeffreyZhao,,0,18,0.005821,0.005821,0.416667,15,6,0.324601,0.347778,515.024665,0.039416
Yangqing,Yangqing,,0,42,0.007944,0.007944,0.195652,54,6,0.347561,0.380195,4223.75937,0.065288
davecheney,davecheney,,0,6,0.017164,0.017164,0.169591,29,5,0.357591,0.38692,3078.558433,0.109951
wenshao,wenshao,,0,28,0.009495,0.009495,0.152047,26,6,0.354331,0.383021,3006.007349,0.071143
eliben,eliben,,0,28,0.009614,0.009614,0.23,69,6,0.360455,0.3923,3306.159109,0.07998
stof,stof,,0,28,0.012271,0.012271,0.21978,20,6,0.347561,0.374366,1397.402784,0.081005
chriscoyier,chriscoyier,,0,22,0.044423,0.044423,0.342742,170,5,0.362595,0.399552,1559.622386,0.26847
BrendanEich,BrendanEich,,0,9,0.027702,0.027702,0.516667,62,6,0.336349,0.365322,476.635745,0.161856
harthur,harthur,,0,8,0.024319,0.024319,0.392157,60,5,0.340366,0.369591,1062.638789,0.144948
indexzero,indexzero,,0,13,0.029366,0.029366,0.315271,128,6,0.372063,0.407622,1753.889519,0.194652
nolanlawson,nolanlawson,,0,38,0.024902,0.024902,0.561905,59,6,0.334246,0.36232,970.731545,0.145888
maryrosecook,maryrosecook,,0,36,0.027144,0.027144,0.27668,70,6,0.352287,0.385556,1694.974515,0.167236
bodil,bodil,,0,9,0.020774,0.020774,0.404412,55,6,0.33101,0.360175,1292.286146,0.124379
Jinjiang,Jinjiang,,0,9,0.004328,0.004328,0,0,6,0.294726,0.312164,21.199914,0.02457
domenic,domenic,,0,38,0.053072,0.053072,0.24127,152,5,0.367742,0.406491,3270.77675,0.315244
mpj,mpj,,0,36,0.092468,0.092468,0.677098,476,6,0.387404,0.42653,412.269328,0.542829
leebyron,leebyron,,0,14,0.097497,0.097497,0.323529,429,5,0.387931,0.432242,2665.63078,0.579381
markzhai,markzhai,,0,19,0.0313,0.0313,0.3,57,6,0.357143,0.387271,2077.96299,0.189352
radar,radar,,0,36,0.036254,0.036254,0.414286,87,5,0.367268,0.398226,575.971875,0.220897
rwieruch,rwieruch,,0,5,0.053616,0.053616,0.352273,186,6,0.367268,0.404678,1918.459265,0.322431
rogerwang,rogerwang,,0,36,0.005182,0.005182,0.166667,1,6,0.306561,0.327349,122.710029,0.031777
bkeepers,bkeepers,,0,36,0.032752,0.032752,0.284127,179,5,0.36997,0.408012,1737.346687,0.228676
gaearon,gaearon,,0,36,0.005338,0.005338,1,6,6,0.298325,0.316179,0,0.032742
acdlite,acdlite,,0,9,0.067307,0.067307,0.292683,252,5,0.385309,0.426706,3012.951049,0.407333
f,f,,0,36,0.005338,0.005338,1,6,6,0.298325,0.316179,0,0.032742
stefanpenner,stefanpenner,,0,36,0.040967,0.040967,0.296296,112,5,0.363057,0.39731,1434.517,0.250625
davideast,davideast,,0,14,0.041276,0.041276,0.684783,189,6,0.333854,0.365789,994.518181,0.237985
jashkenas,jashkenas,,0,14,0.033085,0.033085,0.416667,115,5,0.372874,0.406569,872.351448,0.217121
petehunt,petehunt,,0,14,0.043537,0.043537,0.213531,202,6,0.393103,0.433762,4956.83471,0.293402
ryanflorence,ryanflorence,,0,14,0.031843,0.031843,0.423913,117,5,0.365229,0.398324,1760.329149,0.208354
maccman,maccman,,0,14,0.02897,0.02897,0.462451,117,6,0.362135,0.394717,434.533812,0.19134
casatwy,casatwy,,0,14,0.036796,0.036796,0.332981,315,5,0.398045,0.437524,4406.820689,0.300791
vczero,vczero,,0,14,0.032395,0.032395,0.261735,184,5,0.391484,0.430468,3987.153957,0.237978
leichunfeng,leichunfeng,,0,14,0.039563,0.039563,0.254694,312,5,0.404447,0.446862,5054.786167,0.320438
HenrikJoreteg,HenrikJoreteg,,0,14,0.02689,0.02689,0.376812,104,5,0.362135,0.395283,1465.312657,0.178202
r00k,r00k,,0,14,0.021469,0.021469,0.614379,94,6,0.356845,0.38655,1034.288748,0.146197
jakearchibald,jakearchibald,,0,18,0.021307,0.021307,0.202614,31,6,0.341045,0.370955,1299.922796,0.129634
paulirish,paulirish,,0,22,0.1131,0.1131,0.383838,570,5,0.399346,0.445049,4029.322997,0.667948
samccone,samccone,,0,22,0.00286,0.00286,0,0,6,0.285476,0.300351,0,0.016564
madskristensen,madskristensen,,0,38,0.012731,0.012731,0.533333,8,6,0.320585,0.342807,190.287161,0.073666
ljharb,ljharb,,0,9,0.130643,0.130643,0.348558,725,5,0.409483,0.457505,4519.944678,0.769171
fdaciuk,fdaciuk,,0,9,0.04421,0.04421,0.654412,89,5,0.345176,0.374483,463.727821,0.252919
ColinEberhardt,ColinEberhardt,,0,9,0.074073,0.074073,0.364865,243,5,0.376818,0.415302,1452.114029,0.436607
mixu,mixu,,0,22,0.021345,0.021345,0.345588,47,6,0.345315,0.374581,594.075749,0.132768
brunocasanova,brunocasanova,,0,22,0.004611,0.004611,0.194444,7,6,0.315149,0.337407,1068.218388,0.031984
jiyinyiyong,jiyinyiyong,,0,8,0.020169,0.020169,0.192308,15,5,0.337145,0.364347,552.429552,0.121431
azat-co,azat-co,,0,36,0.010952,0.010952,0.222222,38,6,0.351562,0.382476,1445.173496,0.08173
michaelliao,michaelliao,,0,36,0.079992,0.079992,0.402353,513,6,0.401975,0.445536,5900.365017,0.497821
fat,fat,,0,36,0.074943,0.074943,0.630631,420,6,0.386528,0.425556,1699.801125,0.449762
liaohuqiu,liaohuqiu,,0,19,0.078607,0.078607,0.390649,518,5,0.401032,0.445263,6661.414461,0.503473
lepture,lepture,,0,42,0.079417,0.079417,0.400709,452,6,0.398045,0.440429,4828.98718,0.485673
spf13,spf13,,0,6,0.0746,0.0746,0.526132,453,6,0.397859,0.436881,2690.761575,0.458992
sokra,sokra,,0,36,0.089121,0.089121,0.368973,528,6,0.406176,0.45039,3097.85882,0.547654
cowboy,cowboy,,0,36,0.073235,0.073235,0.877419,408,6,0.375989,0.412982,307.201579,0.434062
planetoftheweb,planetoftheweb,,0,14,0.11146,0.11146,0.336406,657,5,0.401408,0.448928,5314.578767,0.660641
jxnblk,jxnblk,,0,36,0.076026,0.076026,0.576248,427,6,0.384097,0.424152,3182.41296,0.454265
hzlzh,hzlzh,,0,15,0.070781,0.070781,0.873118,406,6,0.375165,0.412203,1022.635339,0.420183
gabrielecirulli,gabrielecirulli,,0,36,0.079497,0.079497,0.448659,485,5,0.398787,0.442047,3823.923943,0.490437
stubbornella,stubbornella,,0,11,0.073942,0.073942,0.471761,426,6,0.398045,0.438031,4913.037277,0.450915
kartik-v,kartik-v,,0,36,0.072277,0.072277,0.780303,412,6,0.381356,0.418733,614.975641,0.431721
dhg,dhg,,0,36,0.070719,0.070719,0.933333,406,6,0.374507,0.411033,854,0.419381
btholt,btholt,,0,26,0.073864,0.073864,0.600284,422,6,0.388636,0.427895,2629.326604,0.446943
tommy351,tommy351,,0,36,0.082681,0.082681,0.566667,442,6,0.382379,0.422749,1361.552208,0.490072
sevilayha,sevilayha,,0,36,0.071606,0.071606,0.65873,415,6,0.383925,0.423119,3094.938741,0.429656
rodrigobranas,rodrigobranas,,0,9,0.102738,0.102738,0.547641,592,6,0.386179,0.429084,1137.476245,0.601107
litten,litten,,0,16,0.074098,0.074098,0.596017,419,6,0.38427,0.423509,2175.376265,0.445434
juliangarnier,juliangarnier,,0,36,0.070813,0.070813,0.875269,407,6,0.374671,0.411618,1119.404014,0.42017
gavinkwoe,gavinkwoe,,0,36,0.078515,0.078515,0.351234,484,5,0.408505,0.451462,7550.18341,0.499473
mojombo,mojombo,,0,36,0.012397,0.012397,0.185714,39,5,0.350123,0.381559,1957.245913,0.093428
rakyll,rakyll,,0,13,0.026348,0.026348,0.189744,148,5,0.381867,0.421442,5703.566188,0.193814
NARKOZ,NARKOZ,,0,36,0.02269,0.02269,0.436923,142,5,0.365073,0.399961,956.507463,0.167893
davatron5000,davatron5000,,0,22,0.008029,0.008029,0.2,3,6,0.311249,0.332222,900.857738,0.048248
TooTallNate,TooTallNate,,0,36,0.011412,0.011412,0.127273,7,5,0.335821,0.362534,597.416422,0.073287
sindresorhus,sindresorhus,,0,17,0.000169,0.000169,1,1,7,0.257608,0.269719,0,0.00263
windiest,windiest,,0,17,0.004422,0.004422,0.071429,15,6,0.342137,0.371501,4231.54805,0.045393
mrmrs,mrmrs,,0,17,0.00228,0.00228,0.266667,4,6,0.299895,0.317524,1049.31686,0.016733
kennethreitz,kennethreitz,,0,36,0.0005,0.0005,0,0,6,0.269631,0.283899,20.712335,0.00503
nvie,nvie,,0,36,0.004976,0.004976,0.466667,56,6,0.332426,0.358148,925.51859,0.044874
laanwj,laanwj,,0,36,0.003404,0.003404,0.75,21,6,0.30427,0.323431,146.913334,0.026935
qiwsir,qiwsir,,0,5,0.027175,0.027175,0.132774,190,6,0.395467,0.439454,10636.601882,0.225869
barretlee,barretlee,,0,5,0.009505,0.009505,1,66,6,0.341454,0.366608,0,0.073354
dongweiming,dongweiming,,0,5,0.009664,0.009664,0.846154,66,6,0.344758,0.37076,93.910488,0.075464
soulmachine,soulmachine,,0,5,0.013281,0.013281,0.247984,123,6,0.36933,0.404405,5705.01254,0.113088
nelsonic,nelsonic,,0,5,0.027059,0.027059,0.225287,98,5,0.382893,0.417407,2839.861328,0.186851
hemanth,hemanth,,0,5,0.014352,0.014352,0.758242,69,6,0.345874,0.373041,135.10034,0.100233
